soc_code,occupation_title,task_id,task_description,onet_importance,onet_frequency,economic_index_label,eloundou_beta
11-3031.03,Investment Fund Managers,15671,Meet with investors to determine investment goals or to discuss investment strategies.,4.22,3.06,unknown,0.5
11-3031.03,Investment Fund Managers,15672,Identify group or individual target investors for a specific fund.,3.54,3.23,none,0.5
11-3031.03,Investment Fund Managers,15673,Develop or direct development of offering documents or marketing materials.,3.57,2.63,augmentation,0.5
11-3031.03,Investment Fund Managers,15674,"Evaluate the potential of new product developments or market opportunities, according to factors such as business plans, technologies, or market potential.",3.79,3.61,automation,0.5
11-3031.03,Investment Fund Managers,15675,Develop or implement fund investment policies or strategies.,4.47,4.22,automation,0.5
11-3031.03,Investment Fund Managers,15676,Select or direct the execution of trades.,4.48,5.09,none,0.5
11-3031.03,Investment Fund Managers,15677,Analyze acquisitions to ensure conformance with strategic goals or regulatory requirements.,3.79,3.37,unknown,0.5
11-3031.03,Investment Fund Managers,15678,Manage investment funds to maximize return on client investments.,4.81,5.87,unknown,0.5
11-3031.03,Investment Fund Managers,15679,Select specific investments or investment mixes for purchase by an investment fund.,4.61,4.91,unknown,0.5
11-3051.00,Industrial Production Managers,32,"Direct or coordinate production, processing, distribution, or marketing activities of industrial organizations.",4.0,5.15,unknown,0.5
11-3051.00,Industrial Production Managers,33,"Develop budgets or approve expenditures for supplies, materials, or human resources, ensuring that materials, labor, or equipment are used efficiently to meet production targets.",3.56,3.84,none,0.5
11-3051.00,Industrial Production Managers,34,"Review processing schedules or production orders to make decisions concerning inventory requirements, staffing requirements, work procedures, or duty assignments, considering budgetary limitations and time constraints.",3.99,4.68,unknown,0.5
11-3051.00,Industrial Production Managers,35,Review operations and confer with technical or administrative staff to resolve production or processing problems.,3.85,4.58,unknown,0.5
11-3051.00,Industrial Production Managers,36,"Hire, train, evaluate, or discharge staff or resolve personnel grievances.",3.85,3.51,unknown,0.0
11-3051.00,Industrial Production Managers,37,Initiate or coordinate inventory or cost control programs.,3.28,3.76,unknown,0.5
11-3051.00,Industrial Production Managers,38,Prepare and maintain production reports or personnel records.,3.72,4.5,unknown,1.0
11-3051.00,Industrial Production Managers,39,"Set and monitor product standards, examining samples of raw products or directing testing during processing, to ensure finished products are of prescribed quality.",4.01,4.57,unknown,0.5
11-3051.00,Industrial Production Managers,40,"Develop or implement production tracking or quality control systems, analyzing production, quality control, maintenance, or other operational reports to detect production problems.",3.8,4.27,unknown,0.5
11-3051.00,Industrial Production Managers,41,Review plans and confer with research or support staff to develop new products or processes.,3.57,3.45,unknown,0.5
11-3051.00,Industrial Production Managers,43,"Coordinate or recommend procedures for facility or equipment maintenance or modification, including the replacement of machines.",3.44,3.2,unknown,0.5
11-3051.00,Industrial Production Managers,44,"Maintain current knowledge of the quality control field, relying on current literature pertaining to materials use, technological advances, or statistical studies.",3.47,3.63,unknown,0.5
11-3051.00,Industrial Production Managers,45,Negotiate materials prices with suppliers.,3.53,2.98,unknown,0.5
11-3051.01,Quality Control Systems Managers,15405,Stop production if serious product defects are present.,4.61,3.6,unknown,0.0
11-3051.01,Quality Control Systems Managers,15406,Review and approve quality plans submitted by contractors.,3.24,2.21,unknown,0.5
11-3051.01,Quality Control Systems Managers,15407,"Review statistical studies, technological advances, or regulatory standards and trends to stay abreast of issues in the field of quality control.",3.63,3.04,unknown,0.5
11-3051.01,Quality Control Systems Managers,15408,Generate and maintain quality control operating budgets.,3.56,2.39,unknown,0.5
11-3051.01,Quality Control Systems Managers,15409,Evaluate new testing and sampling methodologies or technologies to determine usefulness.,3.27,2.67,unknown,0.5
11-3051.01,Quality Control Systems Managers,15410,"Coordinate the selection and implementation of quality control equipment, such as inspection gauges.",3.61,2.61,unknown,0.5
11-3051.01,Quality Control Systems Managers,15411,Collect and analyze production samples to evaluate quality.,4.02,3.88,unknown,0.5
11-3051.01,Quality Control Systems Managers,15412,Audit and inspect subcontractor facilities including external laboratories.,3.36,1.87,unknown,0.0
11-3051.01,Quality Control Systems Managers,15413,"Verify that raw materials, purchased parts or components, in-process samples, and finished products meet established testing and inspection standards.",4.22,4.5,unknown,0.5
11-3051.01,Quality Control Systems Managers,15414,Review quality documentation necessary for regulatory submissions and inspections.,4.24,4.02,unknown,0.5
11-3051.01,Quality Control Systems Managers,15415,Review and update standard operating procedures or quality assurance manuals.,4.35,3.22,unknown,1.0
11-3051.01,Quality Control Systems Managers,15416,"Produce reports regarding nonconformance of products or processes, daily production quality, root cause analyses, or quality trends.",3.93,3.77,unknown,0.5
11-3051.01,Quality Control Systems Managers,15417,Participate in the development of product specifications.,4.08,2.77,unknown,0.5
11-3051.01,Quality Control Systems Managers,15418,Monitor development of new products to help identify possible problems for mass production.,3.85,2.98,unknown,0.5
11-3051.01,Quality Control Systems Managers,15419,"Instruct vendors or contractors on quality guidelines, testing procedures, or ways to eliminate deficiencies.",3.52,2.01,unknown,0.5
11-3051.01,Quality Control Systems Managers,15420,Identify quality problems or areas for improvement and recommend solutions.,4.04,3.99,unknown,0.5
11-3051.01,Quality Control Systems Managers,15421,Instruct staff in quality control and analytical procedures.,4.11,4.0,unknown,0.5
11-3051.01,Quality Control Systems Managers,15422,Identify critical points in the manufacturing process and specify sampling procedures to be used at these points.,3.84,3.12,unknown,0.5
11-3051.01,Quality Control Systems Managers,15423,"Document testing procedures, methodologies, or criteria.",3.78,3.74,unknown,1.0
11-3051.01,Quality Control Systems Managers,15424,"Direct the tracking of defects, test results, or other regularly reported quality control data.",4.1,4.27,unknown,0.5
11-3051.01,Quality Control Systems Managers,15425,Create and implement inspection and testing criteria or procedures.,3.78,3.28,unknown,0.5
11-3051.01,Quality Control Systems Managers,15426,Confer with marketing and sales departments to define client requirements and expectations.,3.27,2.54,unknown,0.5
11-3051.01,Quality Control Systems Managers,15427,"Communicate quality control information to all relevant organizational departments, outside vendors, or contractors.",3.92,3.7,unknown,0.5
11-3051.01,Quality Control Systems Managers,15428,Analyze quality control test results and provide feedback and interpretation to production management or staff.,4.23,4.49,unknown,0.5
11-3051.01,Quality Control Systems Managers,15429,"Oversee workers including supervisors, inspectors, or laboratory workers engaged in testing activities.",4.2,5.28,unknown,0.5
11-3051.01,Quality Control Systems Managers,15430,Monitor performance of quality control systems to ensure effectiveness and efficiency.,4.33,4.74,unknown,0.5
11-3051.01,Quality Control Systems Managers,15431,Direct product testing activities throughout production cycles.,4.17,4.3,unknown,0.5
11-3051.02,Geothermal Production Managers,15432,Conduct well field site assessments.,3.77,3.6,unknown,0.5
11-3051.02,Geothermal Production Managers,15433,Select and implement corrosion control or mitigation systems for geothermal plants.,3.91,2.8,unknown,0.5
11-3051.02,Geothermal Production Managers,15434,Communicate geothermal plant conditions to employees.,4.09,4.86,unknown,1.0
11-3051.02,Geothermal Production Managers,15435,Troubleshoot and make minor repairs to geothermal plant instrumentation or electrical systems.,3.46,3.39,unknown,0.0
11-3051.02,Geothermal Production Managers,15436,"Record, review, or maintain daily logs, reports, maintenance, and other records associated with geothermal operations.",3.85,4.84,unknown,1.0
11-3051.02,Geothermal Production Managers,15437,Prepare environmental permit applications or compliance reports.,4.29,2.54,unknown,0.5
11-3051.02,Geothermal Production Managers,15438,"Obtain permits for constructing, upgrading, or operating geothermal power plants.",3.92,2.04,unknown,0.5
11-3051.02,Geothermal Production Managers,15439,Perform or direct the performance of preventative maintenance on geothermal plant equipment.,4.0,4.34,unknown,0.0
11-3051.02,Geothermal Production Managers,15440,Negotiate interconnection agreements with other utilities.,4.16,1.95,unknown,0.5
11-3051.02,Geothermal Production Managers,15441,"Monitor geothermal operations, using programmable logic controllers.",3.77,4.83,unknown,1.0
